"ID" "Name" "PositionCommittee" "AttendanceCommittee" "AttendanceCommittee.prop" "Firstname" "Lastname" "Nationality" "NationalParty" "EPGroup" "NeutralCommittees" "NumberCommittees" "NumberPreviousCommittees" "Incumbent" "CommitteeIncumbent" "LoyaltyEPGroup" "LoyaltyNationalParty" "ParticipationRollCall" "PolicyLoyaltyEPGroup" "PolicyLoyaltyNationalParty" "PolicyParticipationRollCall" "MP" "Minister" "PM" "PolicyMP" "PolicyMinister" "NumberReports_OwnInitiative.prev" "NumberReports" "NumberReports_Codecision" "NumberReports_OwnInitiative" "NumberShadowReports" "Committee" "Year" "Chair" "NumberCommittees.lag" "NeutralCommittees.lag" "AttendanceCommittee.prop.lag" "NumberReports_Codecision.lag" "NumberReports.lag" "NumberShadowReports.lag" "PositionCommittee.lag" "Chair.lag" "NationalPolitics" "PolicyNationalPolitics" "EP" "INI.cum" "NewMember.lag" "NumberReports_Codecision.cum" "Loyalty" "NewMemberState"
28161 "Margrete Auken" "Member" 11 0.478260869565217 "Margrete" "AUKEN" "Denmark" "Socialistisk Folkeparti" "Verts/ALE" 1 2 1 0 0 94.94 100 88.3 86.67 100 98.36 1 0 0 NA 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.545454545454545 0 0 NA 2 0 1 NA 6 2 0 0 0 0
28292 "Ines Ayala Sender" "Member" 18 0.782608695652174 "Ines" "AYALA SENDER" "Spain" "Partido Socialista Obrero Espanol" "S" 2 0 0 0 0 96.57 99.73 99.02 91.8 98.36 100 0 0 0 0 0 0 1 0 1 NA "TRAN" 3 0 0 2 0.863636363636364 0 0 NA 2 0 0 0 6 0 0 0 1 0
28136 "Etelka Barsi-Pataky" "Member" 20 0.869565217391304 "Etelka" "BARSI-PATAKY" "Hungary" "Fidesz-Magyar Polgari Szovetseg" "PPE" 0 0 0 0 0 89.88 97.51 86.43 78.18 100 90.16 1 0 0 0 0 0 1 0 1 NA "TRAN" 3 0 0 0 0.772727272727273 0 0 NA 2 0 1 0 6 0 0 0 0 1
1026 "Jean-Louis Bourlanges" "Member" 3 0.130434782608696 "Jean-Louis" "BOURLANGES" "France" "Union pour la democratie francaise" "ALDE" 0 1 2 1 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 NA 0
4540 "Philip Bradbourn " "Member" 20 0.869565217391304 "Philip" "BRADBOURN" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 2 0 1 1 70.61 98.08 83.84 55 100 98.36 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.909090909090909 0 0 NA 2 0 0 0 6 0 0 0 0 0
28238 "Michael Cramer" "Member" 21 0.91304347826087 "Michael" "CRAMER" "Germany" "Bundnis 90/Die Grunen" "Verts/ALE" 0 0 0 0 0 98.02 99.06 85.71 85.25 98.36 100 0 0 0 0 0 0 1 0 1 NA "TRAN" 3 0 0 0 0.954545454545455 0 1 NA 2 0 0 0 6 1 0 0 0 0
28270 "Arunas Degutis" "Member" 22 0.956521739130435 "Arunas" "DEGUTIS" "Lithuania" "Darbo partija" "ALDE" 0 0 0 0 0 88.47 0 54.2 96.43 0 45.9 1 0 0 NA 0 0 1 1 0 NA "TRAN" 3 0 0 0 0.681818181818182 0 0 NA 2 0 1 NA 6 0 0 0 2 1
4347 "Christine De Veyrac" "Member" 17 0.739130434782609 "Christine" "DE VEYRAC" "France" "Union pour un Mouvement Populaire" "PPE" 0 0 0 1 1 90.54 94.17 93.48 85.25 100 100 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.727272727272727 2 2 NA 2 0 0 0 6 0 0 2 0 0
25718 "Said El Khadraoui" "Member" 21 0.91304347826087 "Said" "EL KHADRAOUI" "Belgium" "Socialistische Partij.Anders- Sociaal, Progressief, Internationaal, Regionaal, Integraal Democratisch, Toekomstgericht" "S" 0 0 0 1 0 92.71 98.74 93.13 86.89 100 100 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.909090909090909 0 1 NA 2 0 0 0 6 1 0 0 0 0
2099 "Robert Evans" "Member" 19 0.826086956521739 "Robert" "EVANS" "United Kingdom" "Labour Party" "S" 0 0 0 1 0 90.06 97.13 80.8 92.16 100 83.61 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.681818181818182 1 1 NA 2 0 0 0 6 0 0 2 1 0
28318 "Emanuel Jardim Fernandes" "Member" 20 0.869565217391304 "Emanuel Jardim" "FERNANDES" "Portugal" "Partido Socialista" "S" 1 0 0 0 0 97.41 99.04 92.95 92.31 96.15 85.25 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.681818181818182 0 0 NA 2 0 0 0 6 0 0 0 1 0
34757 "Roland Gewalt" "Member" 10 0.434782608695652 "Roland" "GEWALT" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 1 0 0 0 96.67 97.31 85.9 96.43 100 100 1 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.5 0 0 NA 2 0 1 0 6 0 0 0 2 0
28393 "Luis de Grandes Pascual" "Member" 17 0.739130434782609 "Luis" "de GRANDES PASCUAL" "Spain" "Partido Popular" "PPE" 0 0 0 0 0 94.77 98.1 56.34 88.1 100 68.85 1 0 0 1 0 0 1 1 0 NA "TRAN" 3 0 0 0 0.5 1 1 NA 2 0 1 1 6 0 0 1 0 0
2247 "Mathieu Grosch" "Member" 20 0.869565217391304 "Mathieu" "GROSCH" "Belgium" "Christlich Soziale Partei" "PPE" 0 0 0 1 1 93.95 100 81.16 87.27 100 90.16 0 0 0 0 0 0 1 1 0 NA "TRAN" 3 0 0 0 0.909090909090909 0 0 NA 2 0 0 0 6 0 0 1 0 0
4266 "Ewa Hedkvist Petersen " "Member" 8 0.347826086956522 "Ewa" "HEDKVIST PETERSEN" "Sweden" "Arbetarepartiet- Socialdemokraterna" "S" 0 0 0 1 1 NA NA NA NA NA NA 1 0 0 0 0 0 1 0 1 NA "TRAN" 3 0 0 0 0.772727272727273 0 0 NA 2 0 1 0 6 0 0 1 NA 0
28176 "Jeanine Hennis-Plasschaert " "Member" 16 0.695652173913043 "Jeanine" "HENNIS-PLASSCHAERT" "Netherlands" "Volkspartij voor Vrijheid en Democratie" "ALDE" 0 1 0 0 0 91.35 96.17 84.64 76.92 94.12 85.25 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.772727272727273 0 0 NA 2 0 0 0 6 0 0 1 0 0
28277 "Stanislaw Jalowiecki " "Member" 19 0.826086956521739 "Stanislaw" "JALOWIECKI" "Poland" "Platforma Obywatelska" "PPE" 0 0 0 0 0 91.13 96.97 85.54 79.25 100 86.89 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.727272727272727 0 0 NA 2 0 0 0 6 0 0 0 0 1
1 "Georg Jarzembowski" "Member" 23 1 "Georg" "JARZEMBOWSKI" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 1 0 0 1 1 97.15 98.71 69.02 97.78 100 73.77 0 0 0 0 0 0 1 1 0 NA "TRAN" 3 0 0 1 0.909090909090909 1 1 NA 2 0 0 0 6 0 0 2 2 0
4542 "Timothy KIRKHOPE" "Member" 6 0.260869565217391 "Timothy" "KIRKHOPE" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 2 1 1 0 72.58 98.48 76.52 60.87 100 37.7 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
1852 "Dieter-Lebrecht Koch" "Member" 20 0.869565217391304 "Dieter-Lebrecht" "KOCH" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 0 0 1 1 97.46 98.78 88.04 98.36 100 100 1 0 0 NA 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.772727272727273 0 0 NA 2 0 1 NA 6 0 0 1 2 0
28331 "Jaromir Kohlicek" "Member" 10 0.434782608695652 "Jaromir" "KOHLICEK" "Czech Republic" "Komunisticka strana Cech a Moravy" "GUE/NGL" 0 0 0 0 0 89.68 96.88 75.45 86 95.92 81.97 1 0 0 1 0 0 1 1 0 NA "TRAN" 3 0 0 0 0.590909090909091 0 0 NA 2 0 1 1 6 0 0 0 0 1
4482 "Rodi Kratsa-Tsagaropoulou" "Member" 11 0.478260869565217 "Rodi" "KRATSA-TSAGAROPOULOU" "Greece" "Nea Dimokratia" "PPE" 2 0 0 1 1 94.26 99.15 94.91 83.93 98.21 91.8 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 2 0.545454545454545 0 1 NA 2 0 0 0 6 1 0 0 0 0
28418 "Sepp Kusstatscher" "Member" 20 0.869565217391304 "Sepp" "KUSSTATSCHER" "Italy" "Federazione dei Verdi" "Verts/ALE" 0 1 1 0 0 97.79 100 92.95 86.67 100 98.36 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.727272727272727 0 0 NA 2 0 0 0 6 0 0 0 0 0
28251 "Jorg Leichtfried" "Member" 15 0.652173913043478 "Jorg" "LEICHTFRIED" "Austria" "Sozialdemokratische Partei Osterreichs" "S" 0 0 0 0 0 91.43 96.21 89.64 81.63 100 80.33 0 0 0 0 0 0 1 1 0 NA "TRAN" 3 0 0 0 0.863636363636364 0 0 NA 2 0 0 0 6 0 0 0 0 0
23768 "Boguslaw Liberadzki" "Member" 20 0.869565217391304 "Boguslaw" "LIBERADZKI" "Poland" "Sojusz Lewicy Demokratycznej - Unia Pracy" "S" 1 0 0 1 1 91.79 96.64 76.16 95 96.61 98.36 1 1 0 1 1 0 1 1 0 NA "TRAN" 3 0 0 0 0.818181818181818 0 0 NA 2 0 1 1 6 0 0 0 1 1
28253 "Eva Lichtenberger" "Member" 23 1 "Eva" "LICHTENBERGER" "Austria" "Die Grunen - Die Grune Alternative" "Verts/ALE" 0 0 0 0 0 97.76 100 91.7 86.44 100 96.72 1 0 0 1 0 0 1 0 0 NA "TRAN" 3 0 0 0 0.863636363636364 0 0 NA 2 0 1 1 6 0 0 0 0 0
4508 "Erik Meijer" "Member" 18 0.782608695652174 "Erik" "MEIJER" "Netherlands" "Socialistische Partij" "GUE/NGL" 0 0 0 1 1 87.22 100 97.41 76.67 100 98.36 0 0 0 0 0 0 1 1 0 NA "TRAN" 3 0 0 0 0.772727272727273 0 0 NA 2 0 0 0 6 0 0 0 0 0
33982 "Marian-Jean MARINESCU" "Member" 5 0.217391304347826 "Marian-Jean" "MARINESCU" "Romania" "Partidul Democrat" "PPE" 0 1 0 0 0 NA NA NA NA NA NA 1 0 0 1 0 0 0 0 0 NA "TRAN" 3 0 0 0 0 0 0 0 0 0 1 1 6 0 0 0 NA 1
28164 "Robert Navarro" "Member" 14 0.608695652173913 "Robert" "NAVARRO" "France" "Parti socialiste" "S" 0 0 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.590909090909091 0 0 NA 2 0 0 0 6 1 0 0 NA 0
1866 "Willi Piecyk" "Member" 22 0.956521739130435 "Willi" "PIECYK" "Germany" "Sozialdemokratische Partei Deutschlands" "S" 1 0 0 1 1 NA NA NA NA NA NA 0 0 0 0 0 0 1 0 1 NA "TRAN" 3 0 0 1 0.954545454545455 0 0 NA 2 0 0 0 6 0 0 0 NA 0
4461 "Luís Queiró" "Vice-Chair" 16 0.695652173913043 "Luis" "QUEIRO" "Portugal" "Coligacao Forca Portugal (PPD/PSD.CDS-PP)" "PPE" 0 0 0 1 1 96.19 100 82.05 97.78 100 73.77 1 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.681818181818182 0 0 NA 4 0 1 0 6 2 0 0 2 0
2206 "Reinhard Rack" "Member" 14 0.608695652173913 "Reinhard" "RACK" "Austria" "Osterreichische Volkspartei - Liste Ursula Stenzel" "PPE" 0 0 0 1 1 92.71 98.09 84.46 86.89 100 100 1 0 0 NA 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.818181818181818 1 1 NA 2 0 1 NA 6 0 0 1 0 0
1309 "Brian SIMPSON" "Member" 9 0.391304347826087 "Brian" "SIMPSON" "United Kingdom" "Labour Party" "S" 1 1 0 1 1 NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA "TRAN" 3 0 0 0 0 0 0 0 0 0 0 0 6 1 0 0 NA 0
4282 "Renate Sommer " "Member" 13 0.565217391304348 "Renate" "SOMMER" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 0 0 1 1 97.71 98.4 89.55 96.49 96.49 93.44 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.545454545454545 1 1 NA 2 0 0 0 6 0 0 2 2 0
4243 "Dirk Sterckx" "Member" 19 0.826086956521739 "Dirk" "STERCKX" "Belgium" "Vlaamse Liberalen en Democraten - Vivant" "ALDE" 1 0 0 1 1 96 100 93.84 98.33 100 98.36 0 0 0 0 0 1 2 2 0 NA "TRAN" 3 0 0 1 0.954545454545455 0 0 NA 2 0 0 0 6 1 0 1 2 0
1859 "Ulrich Stockmann" "Member" 20 0.869565217391304 "Ulrich" "STOCKMANN" "Germany" "Sozialdemokratische Partei Deutschlands" "S" 0 0 0 1 1 93.75 96.48 81.43 89.58 91.67 78.69 1 0 0 NA 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.681818181818182 1 1 NA 2 0 1 NA 6 0 0 1 0 0
1311 "Gary Titley" "Member" 8 0.347826086956522 "Gary" "TITLEY" "United Kingdom" "Labour Party" "S" 0 1 0 1 0 89.57 98.28 93.3 90 100 98.36 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.818181818181818 0 1 NA 2 0 0 0 6 1 0 0 1 0
28584 "Georgios Toussas" "Member" 14 0.608695652173913 "Georgios" "TOUSSAS" "Greece" "Kommounistiko Komma Elladas" "GUE/NGL" 0 0 0 0 0 69.73 100 66.16 69.81 100 86.89 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.727272727272727 0 0 NA 2 0 0 0 6 0 0 0 0 0
28175 "Yannick VAUGRENARD" "Member" 7 0.304347826086957 "Yannick" "VAUGRENARD" "France" "Parti socialiste" "S" 0 1 1 0 0 89.21 99.12 90.98 88.52 100 100 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
36390 "Armando Veneto" "Member" 11 0.478260869565217 "Armando" "VENETO" "Italy" "Alleanza Popolare - Unione Democratici per l'Europa" "PPE" 0 0 0 0 0 95.73 95.73 45.53 NA 0 0 1 0 0 1 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.136363636363636 0 0 NA 2 0 1 1 6 0 0 0 NA 0
28335 "Marta Vincenzi" "Member" 16 0.695652173913043 "Marta" "VINCENZI" "Italy" "Uniti nell'Ulivo" "S" 0 0 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 1 1 0 NA "TRAN" 3 0 0 0 1 0 0 NA 2 0 0 0 6 0 0 0 NA 0
28167 "Corien Wortmann-Kool" "Member" 17 0.739130434782609 "Corien" "WORTMANN-KOOL" "Netherlands" "Christen Democratisch Appel" "PPE" 1 2 0 0 0 93.2 97.11 86.61 81.67 96.67 98.36 0 0 0 0 0 0 1 0 1 NA "TRAN" 3 0 0 1 0.681818181818182 1 1 NA 2 0 0 0 6 0 0 2 0 0
28387 "Janusz Onyszkiewicz" "Member" 2 0.0869565217391304 "Janusz" "ONYSZKIEWICZ" "Poland" "Unia Wolnosci" "ALDE" 0 1 0 0 0 90.94 95.46 86.7 90.91 94.55 90.16 1 1 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.409090909090909 0 0 NA 2 0 1 0 6 0 0 0 1 1
4377 "Josu Ortuondo Larrea" "Member" 16 0.695652173913043 "Josu" "ORTUONDO LARREA" "Spain" "Partido Nacionalista Vasco" "ALDE" 0 0 0 1 1 84.68 100 83.93 93.22 100 96.72 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0.5 0 0 NA 2 0 0 0 6 0 0 0 1 0
23938 "John Attard-Montalto " "Substitute" 5 0.217391304347826 "John" "ATTARD-MONTALTO" "Malta" "Partit Laburista" "S" 0 1 1 1 0 91.51 97.87 80.98 84.09 95.45 72.13 1 1 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.136363636363636 0 0 NA 3 0 1 0 6 0 0 0 0 1
28138 "Zsolt László Becsey" "Substitute" 17 0.739130434782609 "Zsolt Laszlo" "BECSEY" "Hungary" "Fidesz-Magyar Polgari Szovetseg" "PPE" 0 1 1 0 0 89.78 97.6 93.48 78.33 98.33 98.36 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.545454545454545 0 0 NA 3 0 0 0 6 0 0 0 0 1
4470 "Luigi Cocilovo" "Substitute" 2 0.0869565217391304 "Luigi" "COCILOVO" "Italy" "Uniti nell'Ulivo" "ALDE" 0 1 1 1 1 84.97 90.02 82.59 96.23 96.23 86.89 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.0909090909090909 0 0 NA 3 0 0 0 6 0 0 0 2 0
2315 "Jean Louis Cottigny" "Substitute" 2 0.0869565217391304 "Jean Louis" "COTTIGNY" "France" "Parti socialiste" "S" 0 1 1 0 0 88.85 97.79 96.88 88.52 100 100 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.272727272727273 0 0 NA 3 0 0 0 6 2 0 0 0 0
4552 "Den Dover" "Substitute" 6 0.260869565217391 "Den" "DOVER" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 2 2 1 1 72.67 97.38 95.71 56.67 100 98.36 1 0 0 1 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.863636363636364 0 0 NA 3 0 1 1 6 0 0 0 0 0
1917 "Markus Ferber" "Substitute" 9 0.391304347826087 "Markus" "FERBER" "Germany" "Christlich-Soziale Union in Bayern e.V." "PPE" 1 1 1 1 1 97.92 98.02 90.36 96.72 96.72 100 0 0 0 0 0 0 1 1 0 NA "TRAN" 3 0 1 1 0.409090909090909 0 1 NA 3 0 0 0 6 1 0 0 2 0
28208 "Nathalie Griesbeck" "Substitute" 5 0.217391304347826 "Nathalie" "GRIESBECK" "France" "Union pour la democratie francaise" "ALDE" 0 1 1 0 0 84.97 97.4 86.16 76.27 98.31 96.72 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.409090909090909 0 0 NA 3 0 0 0 6 0 0 0 0 0
31123 "Pedro GUERREIRO" "Substitute" 2 0.0869565217391304 "Pedro" "GUERREIRO" "Portugal" "Partido Comunista Portugues" "GUE/NGL" 2 1 1 0 0 92.12 100 88.48 92.98 100 93.44 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 1 0
23805 "Zita Gurmai" "Substitute" 6 0.260869565217391 "Zita" "GURMAI" "Hungary" "Magyar Szocialista Part" "S" 2 1 1 1 1 90.06 95.21 69.2 90.38 98.08 85.25 1 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 1 0.545454545454545 0 0 NA 3 0 1 0 6 0 0 0 1 1
4271 "Elisabeth Jeggle" "Substitute" 9 0.391304347826087 "Elisabeth" "JEGGLE" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 1 1 1 1 97.32 98.37 93.3 96.15 98.08 85.25 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.5 0 0 NA 3 0 0 0 6 0 0 0 2 0
4440 "Anne E. Jensen" "Substitute" 19 0.826086956521739 "Anne E." "JENSEN" "Denmark" "Venstre, Danmarks Liberale Parti" "ALDE" 0 1 1 1 0 94.79 98.82 90.89 95 98.33 98.36 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.545454545454545 0 0 NA 3 0 0 0 6 0 0 0 1 0
28288 "Jan Olbrycht" "Substitute" 2 0.0869565217391304 "Jan" "OLBRYCHT" "Poland" "Platforma Obywatelska" "PPE" 0 2 1 0 0 93.84 99.47 84.02 80 98.33 98.36 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.136363636363636 0 0 NA 3 0 0 0 6 0 0 0 0 1
28173 "Zita Plestinska" "Substitute" 5 0.217391304347826 "Zita" "PLESTINSKA" "Slovakia" "Slovenska demokraticka a krestanska unia" "PPE" 1 1 1 0 0 92.04 98.31 98.66 96.67 98.33 98.36 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.363636363636364 0 0 NA 3 0 0 0 6 0 0 0 2 1
4349 "Rosa Miguélez Ramos" "Substitute" 6 0.260869565217391 "Rosa" "MIGUELEZ RAMOS" "Spain" "Partido Socialista Obrero Espanol" "S" 1 1 1 1 1 96.62 99.15 95.09 93.33 100 98.36 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 1 0.227272727272727 0 0 NA 3 0 0 0 6 0 0 0 1 0
4471 "Francesco Musotto" "Substitute" 3 0.130434782608696 "Francesco" "MUSOTTO" "Italy" "Forza Italia" "PPE" 1 2 1 1 1 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.181818181818182 0 0 NA 3 0 0 0 6 0 0 0 NA 0
36392 "Aldo Patriciello" "Substitute" 4 0.173913043478261 "Aldo" "PATRICIELLO" "Italy" "Unione dei Democratici cristiani e dei Democratici di Centro" "PPE" 1 1 1 0 0 98.16 98.16 63.42 100 100 100 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 3 0
28330 "Vladimír Remek" "Substitute" 5 0.217391304347826 "Vladimir" "REMEK" "Czech Republic" "Komunisticka strana Cech a Moravy" "GUE/NGL" 0 1 1 0 0 93.21 96.66 94.91 88.52 95 100 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.181818181818182 0 0 NA 3 0 0 0 6 0 0 0 0 1
28245 "Willem Schuth" "Substitute" 5 0.217391304347826 "Willem" "SCHUTH" "Germany" "Freie Demokratische Partei - Die Liberalen" "ALDE" 0 1 1 0 0 92.3 98.43 80 96.88 100 52.46 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.318181818181818 0 0 NA 3 0 0 0 6 0 0 0 2 0
28316 "Hannu Takkula" "Substitute" 9 0.391304347826087 "Hannu" "TAKKULA" "Finland" "Suomen Keskusta" "ALDE" 0 2 1 0 0 83.18 90.12 84.91 96.49 96.43 93.44 1 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.545454545454545 0 0 NA 3 0 1 0 6 0 0 0 2 0
4256 "Ari Vatanen" "Substitute" 6 0.260869565217391 "Ari" "VATANEN" "France" "Union pour un Mouvement Populaire" "PPE" 0 1 1 1 1 96.87 92.62 79.82 78.95 78.95 62.3 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.227272727272727 0 0 NA 3 0 0 0 6 1 0 0 0 0
5737 "Dominique Vlasto" "Substitute" 4 0.173913043478261 "Dominique" "VLASTO" "France" "Union pour un Mouvement Populaire" "PPE" 0 1 1 1 1 92.87 98.16 77.68 83.64 100 90.16 0 0 0 0 0 0 1 1 0 NA "TRAN" 3 0 1 0 0.136363636363636 0 0 NA 3 0 0 0 6 0 0 0 0 0
4303 "Helmuth Markov" "Substitute" 7 0.304347826086957 "Helmuth" "MARKOV" "Germany" "Partei des Demokratischen Sozialismus" "GUE/NGL" 0 2 1 1 1 94.29 98.2 79.82 97.62 97.62 68.85 0 0 0 0 0 1 1 1 0 NA "TRAN" 3 0 1 0 0.318181818181818 0 0 NA 3 0 0 0 6 1 0 2 2 0
28399 "Antonio Lopez-Isturiz White" "Substitute" 4 0.173913043478261 "Antonio" "LOPEZ-ISTURIZ WHITE" "Spain" "Partido Popular" "PPE" 0 1 1 0 0 94.93 99.64 74.02 97.83 100 75.41 0 0 0 0 0 0 0 0 0 NA "TRAN" 3 0 1 0 0.136363636363636 0 0 NA 3 0 0 0 6 0 0 0 2 0
4747 "Paolo Costa" "Chair" 24 0.774193548387097 "Paolo" "COSTA" "Italy" "Uniti nell'Ulivo" "ALDE" 1 0 0 1 1 NA NA NA 97.62 97.56 95.45 0 1 0 0 1 1 13 5 1 NA "TRAN" 4 1 0 1 0.826086956521739 5 12 NA 1 1 1 1 6 1 0 10 2 0
4461 "Luis Queiro" "Vice-Chair" 18 0.580645161290323 "Luis" "QUEIRO" "Portugal" "Coligacao Forca Portugal (PPD/PSD.CDS-PP)" "PPE" 0 0 0 1 1 96.23 100 83.75 93.98 100 94.32 1 0 0 0 0 0 0 0 0 NA "TRAN" 4 0 0 0 0.695652173913043 0 0 NA 4 0 1 0 6 2 0 0 1 0
4306 "Gilles Savary" "Vice-Chair" 15 0.483870967741935 "Gilles" "SAVARY" "France" "Parti socialiste" "S" 0 0 0 1 1 87.47 95.42 72.84 66.27 97.59 94.32 0 0 0 0 0 0 0 0 0 NA "TRAN" 4 0 0 0 0.521739130434783 2 2 NA 4 0 0 0 6 0 0 3 0 0
36281 "Silvia-Adriana TICAU" "Vice-Chair" 23 0.741935483870968 "Silvia-Adriana" "TICAU" "Romania" "Partidul Social Democrat" "S" 0 0 0 0 0 97.64 97.33 86.79 96.3 96.25 94.19 1 1 0 0 1 0 1 1 0 NA "TRAN" 4 0 0 0 0.739130434782609 0 0 NA 4 0 1 1 6 0 0 0 2 1
28367 "Gabriele Albertini" "Vice-Chair" 24 0.774193548387097 "Gabriele" "ALBERTINI" "Italy" "Forza Italia" "PPE" 0 1 1 0 0 94.17 96.64 86.24 84.71 95.29 96.59 0 0 0 0 0 0 1 0 1 NA "TRAN" 4 0 1 0 0.826086956521739 0 0 NA 4 0 0 0 6 0 0 0 0 0
28161 "Margrete Auken" "Member" 7 0.225806451612903 "Margrete" "AUKEN" "Denmark" "Socialistisk Folkeparti" "Verts/ALE" 1 2 2 0 0 94.78 100 80.19 97.92 100 54.55 1 0 0 NA 0 0 0 0 0 NA "TRAN" 4 0 2 1 0.478260869565217 0 0 NA 2 0 1 NA 6 2 0 0 2 0
28292 "Ines Ayala Sender" "Member" 27 0.870967741935484 "Ines" "AYALA SENDER" "Spain" "Partido Socialista Obrero Espanol" "S" 2 0 0 0 0 96.89 99.8 87.22 93.1 100 98.86 0 0 0 0 0 0 0 0 0 NA "TRAN" 4 0 0 2 0.782608695652174 0 1 NA 2 0 0 0 6 1 0 0 1 0
28136 "Etelka Barsi-Pataky" "Member" 23 0.741935483870968 "Etelka" "BARSI-PATAKY" "Hungary" "Fidesz-Magyar Polgari Szovetseg" "PPE" 0 0 0 0 0 93.13 97.39 88.82 100 100 65.91 1 0 0 0 0 0 0 0 0 NA "TRAN" 4 0 0 0 0.869565217391304 0 1 NA 2 0 1 0 6 1 0 0 3 1
4540 "Philip Bradbourn " "Member" 18 0.580645161290323 "Philip" "BRADBOURN" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 1 2 1 1 70.87 98.47 81.92 81.82 98.86 100 0 0 0 0 0 0 0 0 0 NA "TRAN" 4 0 2 0 0.869565217391304 0 0 NA 2 0 0 0 6 0 0 0 0 0
28238 "Michael Cramer" "Member" 27 0.870967741935484 "Michael" "CRAMER" "Germany" "Bundnis 90/Die Grunen" "Verts/ALE" 0 0 0 0 0 97.82 98.96 85.66 85.54 100 94.32 0 0 0 0 0 0 1 0 1 NA "TRAN" 4 0 0 0 0.91304347826087 0 1 NA 2 0 0 0 6 2 0 0 0 0
