"ID" "Name" "PositionCommittee" "AttendanceCommittee" "AttendanceCommittee.prop" "Firstname" "Lastname" "Nationality" "NationalParty" "EPGroup" "NeutralCommittees" "NumberCommittees" "NumberPreviousCommittees" "Incumbent" "CommitteeIncumbent" "LoyaltyEPGroup" "LoyaltyNationalParty" "ParticipationRollCall" "PolicyLoyaltyEPGroup" "PolicyLoyaltyNationalParty" "PolicyParticipationRollCall" "MP" "Minister" "PM" "PolicyMP" "PolicyMinister" "NumberReports_OwnInitiative.prev" "NumberReports" "NumberReports_Codecision" "NumberReports_OwnInitiative" "NumberShadowReports" "Committee" "Year" "Chair" "NumberCommittees.lag" "NeutralCommittees.lag" "AttendanceCommittee.prop.lag" "NumberReports_Codecision.lag" "NumberReports.lag" "NumberShadowReports.lag" "PositionCommittee.lag" "Chair.lag" "NationalPolitics" "PolicyNationalPolitics" "EP" "INI.cum" "NewMember.lag" "NumberReports_Codecision.cum" "Loyalty" "NewMemberState"
4319 "Maria del Pilar Ayuso Gonzalez" "Member" 18 0.666666666666667 "Pilar" "AYUSO" "Spain" "Partido Popular" "PPE" 0 0 2 1 1 95.12 99.2 89.64 98.37 98.91 97.35 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0.730769230769231 0 0 NA 2 0 0 0 6 0 0 0 2 0
28369 "Giovanni Berlinguer" "Substitute" 10 0.37037037037037 "Giovanni" "BERLINGUER" "Italy" "Uniti nell'Ulivo" "S" 0 1 1 0 0 93.02 94.49 58.84 96.97 97.71 69.84 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.346153846153846 0 0 NA 3 0 0 0 6 0 0 0 2 0
34174 "Iles Braghetto" "Substitute" 9 0.333333333333333 "Iles" "BRAGHETTO" "Italy" "Unione dei Democratici cristiani e dei Democratici di Centro" "PPE" 2 1 1 0 0 97.36 100 87.77 96.09 100 94.71 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 1 0
28268 "Danute Budreikaite" "Substitute" 2 0.0740740740740741 "Danute" "BUDREIKAITE" "Lithuania" "Darbo partija" "ALDE" 0 2 1 0 0 91 97.81 96.25 86.89 97.22 96.83 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.269230769230769 0 0 NA 3 0 0 0 6 0 0 0 0 1
4504 "Kathalijne Maria Buitenweg" "Substitute" 3 0.111111111111111 "Kathalijne Maria" "BUITENWEG" "Netherlands" "GroenLinks" "Verts/ALE" 0 1 1 1 0 97.63 100 71.43 100 100 96.83 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 3 0
4535 "Philip Bushill-Matthews" "Substitute" 13 0.481481481481481 "Philip" "BUSHILL-MATTHEWS" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 1 1 1 1 71.94 98.59 95.45 81.91 99.47 99.47 0 0 0 0 0 1 0 0 0 NA "ENVI" 3 0 1 0 0.307692307692308 0 0 NA 3 0 0 0 6 2 0 0 0 0
4442 "Niels Busk" "Substitute" 3 0.111111111111111 "Niels" "BUSK" "Denmark" "Venstre, Danmarks Liberale Parti" "ALDE" 1 1 1 1 1 95.13 99.7 89.91 97.7 100 92.06 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 2 0
4248 "Philippe Busquin" "Substitute" 2 0.0740740740740741 "Philippe" "BUSQUIN" "Belgium" "Parti Socialiste" "S" 0 1 1 1 0 88.88 94.3 80.27 80 82.78 82.01 1 1 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.0384615384615385 0 0 NA 3 0 1 0 6 0 0 0 0 0
28269 "Jerzy Buzek" "Substitute" 2 0.0740740740740741 "Jerzy" "BUZEK" "Poland" "Platforma Obywatelska" "PPE" 0 1 1 0 0 92.1 96.25 85.89 91.96 97.32 59.26 1 0 1 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.269230769230769 0 0 NA 3 0 1 0 6 0 0 0 1 1
28122 "David Casa" "Substitute" 5 0.185185185185185 "David" "CASA" "Malta" "Partit Nazzjonalista" "PPE" 1 1 1 0 0 95.42 100 91.61 92.55 100 99.47 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 1 0.230769230769231 0 0 NA 3 0 0 0 6 0 0 0 1 1
4532 "Michael Cashman" "Substitute" 2 0.0740740740740741 "Michael" "CASHMAN" "United Kingdom" "Labour Party" "S" 2 1 1 1 0 90.11 98.52 78.57 80.57 98.29 92.59 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
28311 "Luis Manuel Capoulas Santos" "Substitute" 2 0.0740740740740741 "Luis Manuel" "CAPOULAS SANTOS" "Portugal" "Partido Socialista" "S" 1 1 1 0 0 95.76 96.93 90.63 94.62 93.51 98.41 1 1 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 1 0.0769230769230769 0 0 NA 3 0 1 0 6 0 0 0 1 0
36748 "Antonio De Blasio" "Substitute" 4 0.148148148148148 "Antonio" "DE BLASIO" "Hungary" "Fidesz-Magyar Polgari Szovetseg" "PPE" 1 1 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 NA 1
28511 "Bairbre de Brun" "Substitute" 7 0.259259259259259 "Bairbre" "de BRUN" "United Kingdom" "Sinn Fein" "GUE/NGL" 0 1 1 0 0 92.06 100 90.09 99.47 100 99.47 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.384615384615385 0 0 NA 3 0 0 0 6 0 0 0 2 0
28127 "Lena Ek" "Substitute" 2 0.0740740740740741 "Lena" "EK" "Sweden" "Centerpartiet" "ALDE" 0 1 1 0 0 92.48 100 62.95 92.73 100 87.3 1 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.0384615384615385 0 0 NA 3 0 1 0 6 0 0 0 1 0
28126 "Christofer Fjellner" "Substitute" 11 0.407407407407407 "Christofer" "FJELLNER" "Sweden" "Moderata Samlingspartiet" "PPE" 1 1 1 0 0 79.25 99.69 88.21 82.35 100 89.95 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 1 0.615384615384615 0 0 NA 3 0 0 0 6 0 0 0 0 0
26833 "Milan Gala" "Substitute" 25 0.925925925925926 "Milan" "GALA" "Slovakia" "Slovenska demokraticka a krestanska unia" "PPE" 0 1 2 1 0 95.13 98.72 93.57 92.31 96.95 96.3 1 0 0 1 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.807692307692308 0 0 NA 3 0 1 1 6 0 0 0 1 1
4450 "Vasco Graca Moura" "Substitute" 4 0.148148148148148 "Vasco" "GRACA MOURA" "Portugal" "Coligacao Forca Portugal (PPD/PSD.CDS-PP)" "PPE" 0 1 1 1 0 95.7 96.11 66.52 94.22 94.22 91.53 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.269230769230769 0 0 NA 3 0 0 0 6 0 0 0 1 0
23717 "Genowefa Grabowska" "Substitute" 7 0.259259259259259 "Genowefa" "GRABOWSKA" "Poland" "Socjaldemokracja Polska" "S" 0 1 1 1 0 93.17 100 91.52 91.3 100 97.35 1 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.423076923076923 0 0 NA 3 0 1 0 6 0 0 0 1 1
28194 "Ambroise Guellec" "Substitute" 7 0.259259259259259 "Ambroise" "GUELLEC" "France" "Union pour un Mouvement Populaire" "PPE" 0 1 1 0 0 94.16 98.02 81.07 92.51 97.86 98.94 1 0 0 1 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.269230769230769 0 0 NA 3 0 1 1 6 0 0 0 1 0
28974 "Umberto Guidoni" "Substitute" 4 0.148148148148148 "Umberto" "GUIDONI" "Italy" "Partito dei Comunisti Italiani" "GUE/NGL" 1 1 1 0 0 96.4 100 81.96 100 100 95.24 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 1 0.115384615384615 0 0 NA 3 0 0 0 6 0 0 0 3 0
28233 "Rebecca Harms" "Substitute" 5 0.185185185185185 "Rebecca" "HARMS" "Germany" "Bundnis 90/Die Grunen" "Verts/ALE" 0 1 1 0 0 96.68 97.75 83.48 95.03 95.03 95.77 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.192307692307692 0 0 NA 3 0 0 0 6 0 0 0 1 0
1914 "Jutta D. Haug" "Substitute" 8 0.296296296296296 "Jutta" "HAUG" "Germany" "Sozialdemokratische Partei Deutschlands" "S" 0 1 1 1 1 93.11 95.54 88.13 81.38 97.33 99.47 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.346153846153846 0 0 NA 3 0 0 0 6 0 0 0 0 0
29019 "Erna Hennicot-Schoepges" "Substitute" 17 0.62962962962963 "Erna" "HENNICOT-SCHOEPGES" "Luxembourg" "Parti chretien social" "PPE" 0 1 2 0 0 94.94 95.33 88.21 86.26 87.22 96.3 1 1 0 0 0 0 0 0 0 NA "ENVI" 3 0 2 0 0.692307692307692 0 0 NA 3 0 1 0 6 0 0 0 0 0
1222 "Karsten Friedrich Hoppenstedt" "Substitute" 10 0.37037037037037 "Karsten Friedrich" "HOPPENSTEDT" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 1 1 0 0 96.37 97.08 88.66 94.97 97.77 94.71 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.576923076923077 0 0 NA 3 0 0 0 6 0 0 0 1 0
1904 "Karin Jons" "Substitute" 3 0.111111111111111 "Karin" "JONS" "Germany" "Sozialdemokratische Partei Deutschlands" "S" 0 1 1 1 1 96.1 96.96 82.32 98.18 98.18 58.2 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.115384615384615 0 0 NA 3 0 0 0 6 0 0 1 2 0
28209 "Anne Laperrouze" "Substitute" 3 0.111111111111111 "Anne" "LAPERROUZE" "France" "Union pour la democratie francaise" "ALDE" 0 1 1 0 0 84.76 99.22 92.59 91.85 99.46 97.35 0 0 0 0 0 0 1 1 0 NA "ENVI" 3 0 1 0 0.0769230769230769 0 0 NA 3 0 0 0 6 0 0 0 1 0
28262 "Henrik Lax" "Substitute" 7 0.259259259259259 "Henrik" "LAX" "Finland" "Svenska folkpartiet" "ALDE" 0 1 1 0 0 97.37 100 74.82 98.24 100 89.95 1 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.384615384615385 0 0 NA 3 0 1 0 6 0 0 0 2 0
28182 "Kartika Tamara Liotard" "Substitute" 12 0.444444444444444 "Kartika Tamara" "LIOTARD" "Netherlands" "Socialistische Partij" "GUE/NGL" 0 2 1 0 0 85.88 100 63.21 96.43 100 74.07 0 0 0 0 0 0 1 0 1 NA "ENVI" 3 0 1 0 0.423076923076923 0 0 NA 3 0 0 0 6 0 0 0 2 0
4524 "Caroline Lucas" "Substitute" 8 0.296296296296296 "Caroline" "LUCAS" "United Kingdom" "Green Party" "Verts/ALE" 0 1 1 1 1 92.66 100 86.34 97.95 100 77.25 0 0 0 0 0 1 0 0 0 NA "ENVI" 3 0 1 0 0.461538461538462 0 1 NA 3 0 0 0 6 2 0 0 2 0
1403 "David Martin" "Substitute" 3 0.111111111111111 "David" "MARTIN" "United Kingdom" "Labour Party" "S" 2 1 1 1 0 90.37 98.9 89.02 82.56 98.26 91.01 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
23704 "Jiri Mastalka" "Substitute" 9 0.333333333333333 "Jiri" "MASTALKA" "Czech Republic" "Komunisticka strana Cech a Moravy" "GUE/NGL" 0 1 1 1 0 95.03 96.8 84.46 98.38 97.32 97.88 1 0 0 1 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.153846153846154 0 0 NA 3 0 1 1 6 1 0 0 2 1
28178 "Miroslav Mikolasik " "Substitute" 18 0.666666666666667 "Miroslav" "MIKOLASIK" "Slovakia" "Krestanskodemokraticke hnutie" "PPE" 0 1 1 0 0 94.57 98.61 83.84 95.93 98.26 91.01 1 0 0 1 0 0 1 1 0 NA "ENVI" 3 0 1 0 0.769230769230769 0 0 NA 3 0 1 1 6 0 0 0 1 1
1920 "Hartmut Nassauer" "Substitute" 3 0.111111111111111 "Hartmut" "NASSAUER" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 2 1 1 0 97.47 98.63 84.64 94.68 97.87 99.47 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 1 0
1122 "Ria G.H.C. Oomen-Ruijten" "Substitute" 11 0.407407407407407 "Ria" "OOMEN-RUIJTEN" "Netherlands" "Christen Democratisch Appel" "PPE" 0 3 1 1 1 92.78 96.38 89.02 90.43 95.74 99.47 1 0 0 NA 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.653846153846154 0 0 NA 3 0 1 NA 6 2 0 0 1 0
28279 "Justas Vincas Paleckis" "Substitute" 4 0.148148148148148 "Justas Vincas" "PALECKIS" "Lithuania" "Lietuvos socialdemokratu partija" "S" 0 1 1 0 0 96.15 100 60.36 99.09 100 58.2 1 1 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.115384615384615 0 0 NA 3 0 1 0 6 0 0 0 2 1
23693 "Alojz Peterle" "Substitute" 9 0.333333333333333 "Alojz" "PETERLE" "Slovenia" "Nova Slovenija" "PPE" 0 1 1 1 0 98.56 100 68.04 96.51 100 45.5 1 1 1 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.423076923076923 0 0 NA 3 0 1 0 6 0 0 0 2 1
28133 "Pal Schmitt" "Substitute" 5 0.185185185185185 "Pal" "SCHMITT" "Hungary" "Fidesz-Magyar Polgari Szovetseg" "PPE" 0 2 1 0 0 93.19 96.84 68.21 91.89 97.3 58.73 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.192307692307692 0 0 NA 3 0 0 0 6 0 0 0 1 1
34256 "Stefan Sofianski" "Substitute" 4 0.148148148148148 "Stefan" "SOFIANSKI" "Bulgaria" "Bulgarian People's Union" "PPE" 0 1 0 0 0 NA NA NA NA NA NA 1 0 1 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 1 0 6 0 0 0 NA 1
4282 "Renate Sommer" "Substitute" 12 0.444444444444444 "Renate" "SOMMER" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 1 1 1 1 97.71 98.4 89.55 94.34 98.74 84.13 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.346153846153846 0 0 NA 3 0 0 0 6 0 0 2 1 0
4751 "Bart Staes" "Substitute" 6 0.222222222222222 "Bart" "STAES" "Belgium" "Groen" "Verts/ALE" 1 0 0 1 1 96.55 100 95.63 99.47 100 100 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 1 0.269230769230769 0 0 NA 3 0 0 0 6 0 0 0 2 0
2037 "Robert William Sturdy" "Substitute" 3 0.111111111111111 "Robert" "STURDY" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 1 1 1 1 71.05 97.44 73.39 73.96 98.96 50.79 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.461538461538462 0 0 NA 3 0 0 0 6 0 0 1 0 0
28980 "Andres Tarand" "Substitute" 10 0.37037037037037 "Andres" "TARAND" "Estonia" "Sotsiaaldemokraatlik Erakond" "S" 0 1 1 0 0 91.06 98.68 88.84 100 100 94.71 1 1 1 0 1 0 0 0 0 NA "ENVI" 3 0 1 0 0.384615384615385 0 0 NA 3 0 1 1 6 0 0 0 3 1
4432 "Claude Turmes" "Substitute" 2 0.0740740740740741 "Claude" "TURMES" "Luxembourg" "Les Verts" "Verts/ALE" 0 1 1 1 0 97.82 100 86.16 100 100 95.77 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 1 0 0.115384615384615 0 0 NA 3 0 0 0 6 0 0 0 3 0
28165 "Lambert van Nistelrooij" "Substitute" 4 0.148148148148148 "Lambert" "van NISTELROOIJ" "Netherlands" "Christen Democratisch Appel" "PPE" 0 1 1 0 0 95.89 98.88 95.63 95.05 97.8 96.3 0 0 0 0 0 0 0 0 0 NA "ENVI" 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 1 0
23705 "Miroslav Ouzky" "Chair" 35 0.853658536585366 "Miroslav" "OUZKY" "Czech Republic" "Obcanska demokraticka strana" "PPE" 0 0 0 1 0 74.15 94.69 81.66 84.67 97.08 87.82 1 0 0 1 0 0 5 4 0 NA "ENVI" 4 1 0 0 0.703703703703704 0 1 NA 1 1 1 1 6 1 0 0 0 1
1038 "Karl-Heinz Florenz" "Chair" 37 0.902439024390244 "Karl-Heinz" "FLORENZ" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 0 0 1 1 95.59 95.34 72.66 96.3 96.3 86.54 0 0 0 0 0 1 1 0 1 NA "ENVI" 4 1 0 0 0.925925925925926 3 3 NA 1 1 0 0 6 1 0 7 2 0
28321 "Satu Maijastiina Hassi" "Vice-Chair" 34 0.829268292682927 "Satu" "HASSI" "Finland" "Vihrea liitto" "Verts/ALE" 0 0 0 0 0 97.34 100 85.31 97.73 100 84.62 1 1 0 1 1 0 0 0 0 NA "ENVI" 4 0 0 0 0.925925925925926 0 0 NA 4 0 1 1 6 0 0 1 2 0
39719 "Magor Imre Csibi" "Vice-Chair" 23 0.560975609756098 "Magor Imre" "CSIBI" "Romania" "Partidul National Liberal" "ALDE" 0 0 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 NA 1
34482 "Alexandru-Ioan Mortun" "Vice-Chair" 8 0.195121951219512 "Alexandru-Ioan" "MORTUN" "Romania" "Partidul National Liberal" "ALDE" 0 0 1 0 0 NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 1 0 0.481481481481481 0 0 NA 4 0 1 0 6 0 0 0 NA 1
28156 "Dan Jørgensen" "Vice-Chair" 27 0.658536585365854 "Dan" "JORGENSEN" "Denmark" "Socialdemokratiet" "S" 1 0 0 0 0 91.39 98.85 89.45 96.58 100 93.59 0 0 0 0 0 0 1 1 0 NA "ENVI" 4 0 0 1 0.666666666666667 0 0 NA 4 0 0 0 6 0 0 2 2 0
28620 "Georgs Andrejevs" "Vice-Chair" 26 0.634146341463415 "Georgs" "ANDREJEVS" "Latvia" "Savieniba \Latvijas Cels\" "ALDE" 0 0 0 0 0 96.32 0 82.41 90.67 0 96.15 1 1 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0.851851851851852 0 1 NA 4 0 1 0 6 1 0 0 1 1
28469 "Adamos Adamou" "Member" 29 0.707317073170732 "Adamos" "ADAMOU" "Cyprus" "Anorthotiko Komma Ergazomenou Laou - Aristera - Nees Dynameis" "GUE/NGL" 0 0 0 0 0 NA NA NA 94.57 100 82.69 1 0 0 1 0 0 1 0 1 NA "ENVI" 4 0 0 0 0.777777777777778 0 1 NA 2 0 1 1 6 2 0 1 1 1
28161 " Margrete Auken" "Member" 23 0.560975609756098 "Margrete" "AUKEN" "Denmark" "Socialistisk Folkeparti" "Verts/ALE" 1 1 2 0 0 94.78 100 80.19 100 100 82.69 1 0 0 NA 0 0 0 0 0 NA "ENVI" 4 0 2 1 0.555555555555556 0 0 NA 2 0 1 NA 6 2 0 0 3 0
4319 "Pilar Ayuso" "Member" 32 0.780487804878049 "Pilar" "AYUSO" "Spain" "Partido Popular" "PPE" 0 0 2 1 1 95.6 99.13 82.01 98.36 99.18 78.21 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0.666666666666667 0 0 NA 2 0 0 0 6 0 0 0 2 0
33967 "Tiberiu Barbuletiu" "Member" 2 0.0487804878048781 "Tiberiu" "BARBULETIU" "Romania" "Partidul National Liberal" "ALDE" 0 1 1 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 1 0 0.148148148148148 0 0 NA 2 0 0 0 6 0 0 0 NA 1
4527 "John Bowis" "Member" 38 0.926829268292683 "John" "BOWIS" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 0 0 1 1 75.1 95.09 90.83 83.77 99.35 98.72 1 1 0 0 1 0 0 0 0 NA "ENVI" 4 0 0 0 0.666666666666667 0 0 NA 2 0 1 1 6 2 0 0 0 0
28463 "Frederika M. M. Brepoels" "Member" 34 0.829268292682927 "Frieda" "BREPOELS" "Belgium" "Christen-Democratisch & Vlaams - Nieuw-Vlaamse Alliantie" "PPE" 0 0 0 0 0 84.46 91.41 93.1 66.88 92.11 98.72 1 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0.666666666666667 0 0 NA 2 0 1 0 6 0 0 2 0 0
1059 "Hiltrud Breyer" "Member" 16 0.390243902439024 "Hiltrud" "BREYER" "Germany" "Bundnis 90/Die Grunen" "Verts/ALE" 1 0 0 1 1 97.29 98.37 90.47 98.7 98.05 98.72 0 0 0 0 0 0 1 1 0 NA "ENVI" 4 0 0 1 0.555555555555556 0 0 NA 2 0 0 0 6 0 0 0 2 0
4536 "Martin Callanan" "Member" 16 0.390243902439024 "Martin" "CALLANAN" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 0 1 1 1 70.51 94.6 85 81.88 99.33 95.51 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 1 0 0.444444444444444 0 0 NA 2 0 0 0 6 0 0 0 0 0
4558 "Dorette Corbey" "Member" 38 0.926829268292683 "Dorette" "CORBEY" "Netherlands" "Partij van de Arbeid" "S" 0 0 0 1 1 89.39 94.84 90.25 97.99 97.99 95.51 0 0 0 0 0 1 1 1 0 NA "ENVI" 4 0 0 0 0.925925925925926 0 0 NA 2 0 0 0 6 2 0 1 2 0
4554 "Chris Davies" "Member" 33 0.804878048780488 "Chris" "DAVIES" "United Kingdom" "Liberal Democrat Party" "ALDE" 0 0 0 1 1 93.42 95.79 78.72 88.52 91.67 78.21 1 0 0 0 0 0 1 0 1 NA "ENVI" 4 0 0 0 0.888888888888889 0 0 NA 2 0 1 0 6 0 0 0 0 0
4382 "Avril Doyle" "Member" 28 0.682926829268293 "Avril" "DOYLE" "Ireland" "Fine Gael Party" "PPE" 1 0 0 1 1 91.26 95.74 85.04 89.36 98.44 90.38 1 1 0 NA 1 0 2 2 0 NA "ENVI" 4 0 0 1 0.703703703703704 1 1 NA 2 0 1 1 6 0 0 3 0 0
28305 "Mojca Drcar Murko" "Member" 30 0.731707317073171 "Mojca" "DRCAR MURKO" "Slovenia" "Liberalna Demokracija Slovenije" "ALDE" 0 0 0 0 0 95.34 100 89.14 94.7 100 96.79 0 0 0 0 0 0 1 1 0 NA "ENVI" 4 0 0 0 0.777777777777778 1 1 NA 2 0 0 0 6 0 0 2 1 1
28310 "Edite Estrela" "Member" 22 0.536585365853659 "Edite" "ESTRELA" "Portugal" "Partido Socialista" "S" 1 0 0 0 0 96.34 97.97 92.34 100 100 100 1 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 2 0.555555555555556 0 0 NA 2 0 1 0 6 1 0 0 3 0
4550 "Jillian Evans" "Member" 16 0.390243902439024 "Jill" "EVANS" "United Kingdom" "Plaid Cymru - Party of Wales" "Verts/ALE" 0 0 0 1 1 95.29 100 78.5 98.25 100 73.08 0 0 0 0 0 1 0 0 0 NA "ENVI" 4 0 0 0 0.444444444444444 0 0 NA 2 0 0 0 6 1 0 0 2 0
5735 "Anne Ferreira" "Member" 32 0.780487804878049 "Anne" "FERREIRA" "France" "Parti socialiste" "S" 0 0 0 1 1 95.6 97.2 94.12 98.03 98.03 97.44 0 0 0 0 0 0 1 0 1 NA "ENVI" 4 0 0 0 0.888888888888889 0 0 NA 2 0 0 0 6 1 0 0 2 0
58758 "Elisabetta Gardini" "Member" 2 0.0487804878048781 "Elisabetta" "GARDINI" "Italy" "Forza Italia" "PPE" 0 0 0 0 0 NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0 0 0 0 0 0 1 0 6 0 0 0 NA 0
2025 "Francoise Grossetete" "Member" 26 0.634146341463415 "Francoise" "GROSSETETE" "France" "Union pour un Mouvement Populaire" "PPE" 0 0 0 1 1 92.45 97.94 99.64 88.46 98.72 100 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0.851851851851852 2 2 NA 2 0 0 0 6 0 0 4 0 0
34728 "Matthias Groote" "Member" 34 0.829268292682927 "Matthias" "GROOTE" "Germany" "Sozialdemokratische Partei Deutschlands" "S" 0 0 0 0 0 95.08 97.99 88.68 97.44 97.44 100 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0.925925925925926 1 1 NA 2 0 0 0 6 0 0 1 2 0
4326 "Cristina Gutierrez-Cortines" "Member" 23 0.560975609756098 "Cristina" "GUTIERREZ-CORTINES" "Spain" "Partido Popular" "PPE" 1 0 0 1 1 92.01 94.14 66.83 89.63 88.89 86.54 0 0 0 0 0 0 1 1 0 NA "ENVI" 4 0 0 1 0.62962962962963 0 0 NA 2 0 0 0 6 0 0 0 0 0
1833 "Marie Anne Isler Beguin" "Member" 28 0.682926829268293 "Marie Anne" "ISLER BEGUIN" "France" "Les Verts-Europe-Ecologie" "Verts/ALE" 0 0 0 1 1 98.15 98.6 76.85 98.5 100 85.26 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0.333333333333333 1 1 NA 2 0 0 0 6 0 0 2 2 0
23806 "Gyula Hegyi" "Member" 25 0.609756097560976 "Gyula" "HEGYI" "Hungary" "Magyar Szocialista Part" "S" 0 0 0 1 1 89.51 92.49 56.01 94.95 94.95 63.46 1 0 0 1 0 0 1 1 0 NA "ENVI" 4 0 0 0 0.666666666666667 1 1 NA 2 0 1 1 6 1 0 1 1 1
37008 "Jens Holm" "Member" 23 0.560975609756098 "Jens" "HOLM" "Sweden" "Vansterpartiet" "GUE/NGL" 0 0 0 0 0 82.26 100 84.67 94.7 100 100 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0.703703703703704 0 0 NA 2 0 0 0 6 0 0 0 1 0
1370 "Caroline F. Jackson" "Member" 31 0.75609756097561 "Caroline" "JACKSON" "United Kingdom" "Conservative and Unionist Party" "PPE" 0 0 0 1 1 76.39 95.96 65.05 82.3 97.35 72.44 0 0 0 0 0 1 1 1 0 NA "ENVI" 4 0 0 0 0.888888888888889 1 1 NA 2 0 0 0 6 1 0 1 0 0
28156 "Dan Jorgensen" "Vice-Chair" 27 0.658536585365854 "Dan" "JORGENSEN" "Denmark" "Socialdemokratiet" "S" 1 0 0 0 0 91.39 98.85 89.45 96.58 100 93.59 0 0 0 0 0 0 1 1 0 NA "ENVI" 4 0 0 1 0.666666666666667 0 0 NA 4 0 0 0 6 0 0 2 2 0
1929 "Christa Klass" "Member" 33 0.804878048780488 "Christa" "KLASS" "Germany" "Christlich Demokratische Union Deutschlands" "PPE" 0 0 0 1 1 97.75 98.47 92.88 98.72 98.72 100 0 0 0 0 0 0 1 1 0 NA "ENVI" 4 0 0 0 0.592592592592593 0 0 NA 2 0 0 0 6 0 0 2 2 0
4260 "Eija-Riitta Anneli Korhola" "Member" 30 0.731707317073171 "Eija-Riitta" "KORHOLA" "Finland" "Kansallinen Kokoomus" "PPE" 0 2 0 1 1 93.18 95.54 82.28 95.8 100 91.67 0 0 0 0 0 0 0 0 0 NA "ENVI" 4 0 0 0 0.62962962962963 0 1 NA 2 0 0 0 6 0 0 1 1 0
